Dataset,Type,Lang,file,vowel,prec,foll,start,end,F1,F2,MD,Alignment,Transcript,Linguistic,Formant,Fine,BG Music?,BG Other?,Poor Audio?,Coartic?,Hi Voice,Describe,Notes
wild,outlier,swe,B03___18_Luke________SWESFVN2DA_00022,ɐ,n,p,2.67,2.85,1197.19,1498.77,29.14,Target Overlap,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,,,prec:[sk],
wild,outlier,swe,B03___22_Luke________SWESFVN2DA_00019,oː,d,ɑː,0.15,0.21,1595.51,2614.02,808.03,Target Overlap,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,foll:[s],check music
wild,outlier,swe,B03___22_Luke________SWESFVN2DA_00030,ɑː,d,j,1.26,1.44,831.36,1684.09,17.256,Target Overlap,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,prec:[sk],
wild,outlier,swe,B03___24_Luke________SWESFVN2DA_00006,eː,d,SIL,4.98,5.04,660.08,1416.8,28.808,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,deː,"just music, no vowel or consonant"
wild,outlier,swe,B03___24_Luke________SWESFVN2DA_00052,eː,m,d,6.51,6.54,1108.84,1870.57,150.286,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B04___05_John________SWESFVN2DA_00023,iː,d,n,8.07,8.1,994.68,2105.55,240.896,,Broad,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B04___06_John________SWESFVN2DA_00018,ɪ,r,ŋ,0.9,1.08,461.85,1445.92,19.552,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B04___06_John________SWESFVN2DA_00098,eː,ɕ,r,2.22,2.25,1047.57,2348.59,125.17,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B04___07_John________SWESFVN2DA_00046,ɪ,t,ŋ,2.7,2.76,496.51,1486.39,26.826,,Broad,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B04___08_John________SWESFVN2DA_00111,ɑː,SIL,ɐ,2.22,2.43,953.16,1953.84,33.632,,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,s,no vowel there as well
wild,outlier,swe,B04___12_John________SWESFVN2DA_00011,ɪ,n,ŋ,3.27,3.3,485.7,1519.05,23.767,,Broad,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B04___13_John________SWESFVN2DA_00053,eː,d,SIL,4.5,4.8,620.19,2027.53,19.255,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B04___14_John________SWESFVN2DA_00039,ɑː,j,ɡ,0.42,0.57,1346.33,2373.97,102.754,Target Overlap,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"prec:[k], foll:[s]",no j
wild,outlier,swe,B04___18_John________SWESFVN2DA_00032,ɑː,h,d,1.17,1.2,849.82,2245.91,34.97,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B04___19_John________SWESFVN2DA_00047,ɐ,s,m,4.65,4.71,476.84,946.39,17.038,,Broad,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B04___21_John________SWESFVN2DA_00010,eː,m,n,4.92,4.98,1154.86,2071.75,167.139,,Broad,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B05___03_Acts________SWESFVN2DA_00018,eː,n,s,2.19,2.22,1169.73,2170.72,172.796,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___04_Acts________SWESFVN2DA_00016,ɑː,t,SIL,8.85,9,915.73,1413.31,21.944,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___06_Acts________SWESFVN2DA_00006,ɑː,v,ɑː,1.05,1.11,981.77,1525.7,28.853,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,foll:[s],
wild,outlier,swe,B05___06_Acts________SWESFVN2DA_00016,eː,ɕ,t,1.89,1.92,993.76,2058.75,106.889,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___07_Acts________SWESFVN2DA_00036,œ,f,r,2.91,2.97,383.87,2088.8,15.729,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___07_Acts________SWESFVN2DA_00045,ʏ,f,r,0.57,0.6,437.1,1354.81,16.039,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___08_Acts________SWESFVN2DA_00014,ɑː,h,n,0.36,0.42,995.99,1350.98,29.814,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___09_Acts________SWESFVN2DA_00074,eː,d,h,0.57,0.6,1452.46,2587.75,311.068,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___12_Acts________SWESFVN2DA_00009,eː,d,f,9.6,9.63,1574.22,2603.66,383.346,Target Overlap,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___13_Acts________SWESFVN2DA_00008,ɔ,SIL,p,1.38,1.41,395.48,1910.52,27.028,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___13_Acts________SWESFVN2DA_00064,eː,d,h,3.96,3.99,53.46,1543.47,21.842,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___15_Acts________SWESFVN2DA_00035,ɵ,SIL,t,3.3,3.33,451.66,1973.67,41.504,Broad,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SIL,
wild,outlier,swe,B05___16_Acts________SWESFVN2DA_00031,iː,SIL,j,1.38,1.71,1835.31,2835.1,1190.901,Target Overlap,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,idk sound,
wild,outlier,swe,B05___16_Acts________SWESFVN2DA_00065,ɪ,t,l,1.74,1.83,421.11,1277.9,14.921,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,prev: fricative,
wild,outlier,swe,B05___19_Acts________SWESFVN2DA_00050,ɑː,eː,t,3.9,3.93,899.96,1742.07,23.789,Broad,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B05___19_Acts________SWESFVN2DA_00052,ɑː,n,SIL,3.06,3.15,1384.9,2174.42,100.697,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___21_Acts________SWESFVN2DA_00002,ɪ,r,f,7.56,7.62,1752.71,2031.39,1344.935,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B05___21_Acts________SWESFVN2DA_00050,ɔ,t,j,3.39,3.42,279.96,2377.86,53.788,Broad,X Transcript,,FALSE,FALSE,TRUE,TRUE,FALSE,,,prec:[t],
wild,outlier,swe,B05___21_Acts________SWESFVN2DA_00054,ɵ,n,l,3.54,3.57,956.96,1475.55,247.75,Broad,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,prec:[sk],
wild,outlier,swe,B05___22_Acts________SWESFVN2DA_00050,ɑː,ɪ,SIL,0.57,0.63,1291.54,2121.12,82.825,Broad,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,[sk] is there and not transcribed,"ɑː, SIL not there"
wild,outlier,swe,B05___27_Acts________SWESFVN2DA_00050,ɛ,t,r,2.01,2.04,1252.25,2432.08,99.011,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B06___08_Romans______SWESFVN2DA_00030,ɐ,b,r,8.82,8.85,548.61,954.04,16.515,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B07___08_1CorinthiansSWESFVN2DA_00002,ɐ,n,v,2.73,2.82,457.63,877.05,23.048,,,Change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ɔ,
wild,outlier,swe,B07___10_1CorinthiansSWESFVN2DA_00019,ɑː,k,n,3.33,3.36,1797.82,2588.19,210.82,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B07___12_1CorinthiansSWESFVN2DA_00050,ɑː,j,ɡ,0.84,0.96,1705.64,2175.72,167.674,Broad,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,no ɡ following,
wild,outlier,swe,B07___15_1CorinthiansSWESFVN2DA_00026,oː,s,ɐ,3.27,3.3,598.39,1217.5,27.968,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,ɔ,
wild,outlier,swe,B07___16_1CorinthiansSWESFVN2DA_00020,ɑː,h,r,5.1,5.13,1507.59,2438.06,136.054,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B08___03_2CorinthiansSWESFVN2DA_00013,eː,d,h,1.17,1.2,1001.5,1807.33,111.37,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B08___05_2CorinthiansSWESFVN2DA_00006,ɐ,iː,v,1.26,1.53,477.22,884.49,22.288,,,Change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ɔ,
wild,outlier,swe,B08___08_2CorinthiansSWESFVN2DA_00029,ɐ,ŋ,r,6.6,6.63,365.07,1851.94,21.22,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B08___11_2CorinthiansSWESFVN2DA_00039,ɑː,j,ɡ,0.39,1.47,1254.35,2334.96,85.918,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B08___12_2CorinthiansSWESFVN2DA_00021,eː,v,n,4.59,4.62,566.47,1437.77,14.878,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B09___02_Galatians___SWESFVN2DA_00017,ɑː,n,SIL,5.31,5.46,1414.03,2818.81,141.466,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B12___03_Colossians__SWESFVN2DA_00007,ɑː,k,n,7.5,7.53,825.87,1339.51,14.553,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"surrounding phones don't really match, but vowel sounds right and in the right place. Not alignment cause preceding it is aligned nicely"
wild,outlier,swe,B12___04_Colossians__SWESFVN2DA_00008,ʉː,SIL,t,1.95,1.98,991.23,1998.63,287.823,,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,"wrong transcription at that time, no vowel either"
wild,outlier,swe,B12___04_Colossians__SWESFVN2DA_00009,ɐ,ɑː,l,0.93,1.47,812.04,1720.48,17.241,,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B13___03_1Thess______SWESFVN2DA_00018,ɑː,oː,SIL,0.42,0.57,1255.72,2507.92,95.022,Target Overlap,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B14___01_2Thess______SWESFVN2DA_00014,ɪ,s,k,4.02,4.08,571,2279.65,43.526,Target Overlap,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B16___02_2Timothy____SWESFVN2DA_00019,ɐ,v,r,5.49,5.58,457.87,942.85,17.392,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,ɔ,
wild,outlier,swe,B16___02_2Timothy____SWESFVN2DA_00030,ɔ,b,r,3.66,3.78,664.52,1374.08,38.237,Target Overlap,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B16___02_2Timothy____SWESFVN2DA_00036,iː,r,d,2.49,2.52,305.2,1113.19,15.246,Target Overlap,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B16___03_2Timothy____SWESFVN2DA_00017,eː,t,SIL,2.4,2.43,659.09,1674.73,25.874,Broad,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B18___01_Philemon____SWESFVN2DA_00013,ɐ,b,r,2.04,2.25,470.68,862.96,24.303,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,ɔ,
wild,outlier,swe,B19___08_Hebrews_____SWESFVN2DA_00015,ɑː,ɡ,SIL,0.39,0.42,1517.67,2210.95,127.522,Broad,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"consonants transcribed wrong, vowel is after, no SIL"
wild,outlier,swe,B19___11_Hebrews_____SWESFVN2DA_00012,eː,d,ɐ,2.07,2.1,535.04,1150.31,15.604,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B19___13_Hebrews_____SWESFVN2DA_00025,eː,t,,2.88,3.12,1431.69,2019.48,303.277,Broad,X Sounds,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
wild,outlier,swe,B20___05_James_______SWESFVN2DA_00020,ɔ,j,r,3.93,4.05,321.8,2211.63,42.447,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B21___02_1Peter______SWESFVN2DA_00013,ɐ,v,l,2.94,3.03,443.63,937.86,17.874,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B21___05_1Peter______SWESFVN2DA_00018,œ,f,r,1.17,1.2,349.06,2361.63,29.14,,X Sounds,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,foll:[ʃ],
wild,outlier,swe,B23___01_1John_______SWESFVN2DA_00009,ɪ,t,n,2.55,2.7,920.75,2456.41,238.686,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B27___02_Revelation__SWESFVN2DA_00045,eː,ɔ,n,1.35,1.44,887.21,1864.2,75.31,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B27___18_Revelation__SWESFVN2DA_00013,ɔ,r,t,1.68,1.77,1216.51,1934.87,289.849,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
wild,outlier,swe,B27___22_Revelation__SWESFVN2DA_00021,ɔ,SIL,h,0.63,0.69,521.99,1999.91,44.578,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
cv,outlier,hau,00004_common_voice_ha_28648966,o,d͡ʒ,b,2.04,2.1,368.983,1600.912,16.668,,,Change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,prec:[d͡ʒ],
cv,outlier,hau,00004_common_voice_ha_28648987,i,a,w,0.96,1.01,408.467,1265.84,16.07,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,foll:[w],
cv,outlier,hau,00007_common_voice_ha_28477370,a,m,None,2.46,2.63,1236.203,1752.718,57.119,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,soft voice; prec:[m] nasal env
cv,outlier,hau,00007_common_voice_ha_28486352,a,w,n,4.25,4.29,302.184,901.603,23.827,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,foll:[n]; prec:[w],maybe also reduction (to schwa)
cv,outlier,hau,00007_common_voice_ha_28486352,a,j,k,3.69,3.73,195.653,1996.114,22.068,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,i,
cv,outlier,hau,00007_common_voice_ha_28486380,a,l,ɸ,3.38,3.52,511.045,2297.517,26.738,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,maybe change to [e]
cv,outlier,hau,00007_common_voice_ha_28486380,a,w,d,2.12,2.19,447.489,817.234,18.333,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28486380,i,ɸ,d,1.6,1.68,341.384,1101.173,28.247,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɨ,
cv,outlier,hau,00007_common_voice_ha_28486394,a,n,d,1.44,1.62,285.819,932.115,23.747,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28486396,e,t͡ʃ,w,2.06,2.14,280.374,1588.952,14.873,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,i,
cv,outlier,hau,00007_common_voice_ha_28486414,a,t,None,4.15,4.39,156.458,1172.128,26.508,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28486417,a,h,n,2.69,2.72,1034.76,1590.637,25.357,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[h],
cv,outlier,hau,00007_common_voice_ha_28496981,i,a,w,1.55,1.59,361.05,943.937,37.772,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28496982,a,ɡ,None,3.17,3.26,347.852,995.356,16.413,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28496991,o,ɽ,j,1.25,1.28,404.546,1963.394,35.369,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28496996,a,j,t,4.24,4.33,298.756,1949.468,14.714,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28496998,u,s,k,3.37,3.44,314.415,2256.29,20.382,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28497017,a,w,h,1.87,1.99,238.509,1190.326,18.205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,prec:[w],
cv,outlier,hau,00007_common_voice_ha_28497017,i,a,k,3.6,3.65,387.714,1094.435,26.116,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28497021,i,a,ɸ,1.04,1.12,372.036,886.924,41.366,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɨ,
cv,outlier,hau,00007_common_voice_ha_28497042,a,j,None,3.78,4.07,1049.798,1468.011,24.133,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,breathy
cv,outlier,hau,00007_common_voice_ha_28497060,u,s,None,7.21,7.45,444.357,2429.807,24.854,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28497070,a,n,None,4.2,4.69,1002.153,1673.936,24.5,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,breathy
cv,outlier,hau,00007_common_voice_ha_28497072,o,j,s,2.17,2.21,350.024,1530.059,14.811,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,u,
cv,outlier,hau,00007_common_voice_ha_28497082,o,k,None,3.18,3.35,379.186,2213.066,57.386,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,u,word-final dropoff
cv,outlier,hau,00007_common_voice_ha_28497084,a,j,t͡ʃ,1.33,1.44,524.486,2251.29,24.101,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,prec: [j]
cv,outlier,hau,00007_common_voice_ha_28498965,a,m,t͡s,5.41,5.44,361.598,1011.676,14.89,,,Change,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,hau,00007_common_voice_ha_28498978,i,t͡ʃ,k,2.48,2.53,1003.402,2379.636,120.936,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?not sure if there is a vowel (not voiced?)
cv,outlier,hau,00007_common_voice_ha_28499356,a,a,d͡ʒ,1.94,2.09,1046.916,1872.214,37.232,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?prec breath or [h]
cv,outlier,hau,00007_common_voice_ha_28526857,i,t͡ʃ,j,1.26,1.3,1072.74,2104.266,127.481,,X Transcript,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,?not sure whehter it's deleted or changed
cv,outlier,hau,00007_common_voice_ha_28526861,a,h,k,2.16,2.19,1230.608,2139.729,79.224,,,Change,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,hau,00007_common_voice_ha_28526870,a,t,ɽ,6.35,6.41,875.674,1798.149,17.749,,,Change,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,outlier,hau,00007_common_voice_ha_28526904,o,s,n,1.17,1.21,389.12,1618.818,16.238,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,foll C not present
cv,outlier,hau,00007_common_voice_ha_28526910,o,s,w,3.97,4.01,355.407,2185.061,57.221,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,u,foll: [w]
cv,outlier,hau,00007_common_voice_ha_28526911,a,ɡ,ɽ,5.62,5.69,182.07,1671.593,17.428,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ə,prec: [g]
cv,outlier,hau,00007_common_voice_ha_28526911,e,ɽ,,5.75,5.96,1269.479,2676.591,303.033,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526911,a,a,k,4.76,4.84,1038.031,2125.912,50.672,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,h,
cv,outlier,hau,00007_common_voice_ha_28526933,u,m,ɽ,3.67,3.7,1143.272,1919.755,142.193,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526933,a,m,,6.23,6.32,747.53,1998.377,17.968,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526935,u,s,ɸ,2.03,2.08,898.136,2583.176,88.758,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526944,i,n,d,5.51,5.69,171.514,1450.199,24.882,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526944,u,q,i,7.55,7.6,1136.085,1753.245,136.796,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526947,e,k,b,3.05,3.16,248.774,1636.853,16.203,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,?not sure; prec C should be [t͡ʃ]
cv,outlier,hau,00007_common_voice_ha_28526947,i,d͡ʒ,d͡ʒ,1.62,1.86,164.596,1715.021,15.178,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,?not sure
cv,outlier,hau,00007_common_voice_ha_28526947,u,s,w,2.63,2.69,1002.783,2446.785,111.135,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,prec:[s]
cv,outlier,hau,00007_common_voice_ha_28526948,a,w,,3.34,3.61,1084.74,1463.606,27.785,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,?not sure
cv,outlier,hau,00007_common_voice_ha_28526952,e,ɡ,k,1.38,1.53,233.388,1429.2,30.442,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,hau,00007_common_voice_ha_28526953,a,w,,2.42,2.7,1131.726,1995.059,54.606,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?foll [h] or breath
cv,outlier,hau,00007_common_voice_ha_28526965,i,n,,3.72,3.85,138.567,1432.888,30.205,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,?breath
